id,left_sel,right_sel,gb_size,time_ms
"sum:cases:countriesandterritories:daterep:2020-04-19:2020-04-27",0.010207130053774148,0.010256920932085242,210,2.0
"sum:cases:countriesandterritories:daterep:2020-04-28:2020-04-29",0.010256920932085242,0.010256920932085242,210,3.0
"sum:cases:countriesandterritories:daterep:2020-01-27:2020-05-01",0.0033359888468432585,0.010306711810396335,210,2.0
"sum:cases:countriesandterritories:daterep:2020-03-02:2020-05-01",0.0033359888468432585,0.010306711810396335,210,2.0
"sum:cases:countriesandterritories:daterep:2020-04-16:2020-05-01",0.010207130053774148,0.010306711810396335,210,2.0
"sum:cases:countriesandterritories:daterep:2020-03-27:2020-05-03",0.009659430392352121,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-01-13:2020-05-04",0.0033359888468432585,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-01-17:2020-05-04",0.0033359888468432585,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-02-06:2020-05-05",0.0033359888468432585,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-01-04:2020-05-06",0.0033359888468432585,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-03-22:2020-05-06",0.008713403704441347,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-01-24:2020-05-08",0.0033359888468432585,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-02-22:2020-05-08",0.0033359888468432585,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-02-04:2020-05-09",0.0033359888468432585,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-03-28:2020-05-10",0.009709221270663215,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-03-11:2020-05-13",0.0038338976299541923,0.010356502688707428,210,2.0
"sum:cases:countriesandterritories:daterep:2020-05-09:2020-05-15",0.010356502688707428,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-02-21:2020-05-16",0.0033359888468432585,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-04-25:2020-05-16",0.010207130053774148,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-03-31:2020-05-17",0.009559848635729935,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-03-07:2020-05-18",0.0032364070902210717,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-01-18:2020-05-19",0.0033359888468432585,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-03-19:2020-05-20",0.007418840868352918,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-04-03:2020-05-24",0.010007966540529776,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-01-03:2020-05-25",0.0033359888468432585,0.010406293567018523,210,2.0
"sum:cases:countriesandterritories:daterep:2020-04-01:2020-05-25",0.009858593905596494,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-01:2020-01-02",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-03:2020-01-06",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-10:2020-01-28",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-05:2020-01-30",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-02:2020-02-01",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-18:2020-02-05",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-10:2020-02-11",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-26:2020-02-16",0.0033359888468432585,0.0033359888468432585,210,2.0
