country	year	month	day	vaccine	total_vaccinations	continent
France	2021	2021-3	2021-03-17	Oxford/AstraZeneca	1475577	Europe
France	2021	2021-3	2021-03-17	Pfizer/BioNTech	6201137	Europe
France	2021	2021-3	2021-03-18	Moderna	451462	Europe
France	2021	2021-3	2021-03-18	Oxford/AstraZeneca	1476766	Europe
France	2021	2021-3	2021-03-18	Pfizer/BioNTech	6381734	Europe
France	2021	2021-3	2021-03-19	Moderna	478881	Europe
France	2021	2021-3	2021-03-19	Oxford/AstraZeneca	1546215	Europe
France	2021	2021-3	2021-03-19	Pfizer/BioNTech	6548865	Europe
France	2021	2021-3	2021-03-20	Moderna	505564	Europe
France	2021	2021-3	2021-03-20	Oxford/AstraZeneca	1610659	Europe
France	2021	2021-3	2021-03-20	Pfizer/BioNTech	6633981	Europe
France	2021	2021-3	2021-03-21	Moderna	523181	Europe
France	2021	2021-3	2021-03-21	Oxford/AstraZeneca	1616150	Europe
France	2021	2021-3	2021-03-21	Pfizer/BioNTech	6662228	Europe
France	2021	2021-3	2021-03-22	Moderna	543648	Europe
France	2021	2021-3	2021-03-22	Oxford/AstraZeneca	1652918	Europe
France	2021	2021-3	2021-03-22	Pfizer/BioNTech	6806331	Europe
France	2021	2021-3	2021-03-23	Moderna	570098	Europe
France	2021	2021-3	2021-03-23	Oxford/AstraZeneca	1736423	Europe
France	2021	2021-3	2021-03-23	Pfizer/BioNTech	6985333	Europe
France	2021	2021-3	2021-03-24	Moderna	598631	Europe
France	2021	2021-3	2021-03-24	Oxford/AstraZeneca	1826254	Europe
France	2021	2021-3	2021-03-24	Pfizer/BioNTech	7163963	Europe
France	2021	2021-3	2021-03-25	Moderna	629923	Europe
France	2021	2021-3	2021-03-25	Oxford/AstraZeneca	1974756	Europe
France	2021	2021-3	2021-03-25	Pfizer/BioNTech	7366231	Europe
France	2021	2021-3	2021-03-26	Moderna	660764	Europe
France	2021	2021-3	2021-03-26	Oxford/AstraZeneca	2138677	Europe
France	2021	2021-3	2021-03-26	Pfizer/BioNTech	7567875	Europe
France	2021	2021-3	2021-03-27	Moderna	677711	Europe
France	2021	2021-3	2021-03-27	Oxford/AstraZeneca	2206165	Europe
France	2021	2021-3	2021-03-27	Pfizer/BioNTech	7692959	Europe
France	2021	2021-3	2021-03-28	Moderna	688195	Europe
France	2021	2021-3	2021-03-28	Oxford/AstraZeneca	2212385	Europe
France	2021	2021-3	2021-03-28	Pfizer/BioNTech	7738306	Europe
France	2021	2021-3	2021-03-29	Moderna	711118	Europe
France	2021	2021-3	2021-03-29	Oxford/AstraZeneca	2265825	Europe
France	2021	2021-3	2021-03-29	Pfizer/BioNTech	7916547	Europe
France	2021	2021-3	2021-03-30	Moderna	741286	Europe
France	2021	2021-3	2021-03-30	Oxford/AstraZeneca	2357979	Europe
France	2021	2021-3	2021-03-30	Pfizer/BioNTech	8145677	Europe
France	2021	2021-3	2021-03-31	Moderna	775338	Europe
France	2021	2021-3	2021-03-31	Oxford/AstraZeneca	2420512	Europe
France	2021	2021-3	2021-03-31	Pfizer/BioNTech	8381363	Europe
France	2021	2021-4	2021-04-01	Moderna	817798	Europe
France	2021	2021-4	2021-04-01	Oxford/AstraZeneca	2505407	Europe
France	2021	2021-4	2021-04-01	Pfizer/BioNTech	8651765	Europe
France	2021	2021-4	2021-04-02	Moderna	854960	Europe
France	2021	2021-4	2021-04-02	Oxford/AstraZeneca	2591375	Europe
France	2021	2021-4	2021-04-02	Pfizer/BioNTech	8898301	Europe
France	2021	2021-4	2021-04-03	Moderna	875269	Europe
France	2021	2021-4	2021-04-03	Oxford/AstraZeneca	2626714	Europe
France	2021	2021-4	2021-04-03	Pfizer/BioNTech	9043591	Europe
France	2021	2021-4	2021-04-04	Moderna	885347	Europe
France	2021	2021-4	2021-04-04	Oxford/AstraZeneca	2630109	Europe
France	2021	2021-4	2021-04-04	Pfizer/BioNTech	9093646	Europe
France	2021	2021-4	2021-04-05	Moderna	898278	Europe
France	2021	2021-4	2021-04-05	Oxford/AstraZeneca	2634352	Europe
France	2021	2021-4	2021-04-05	Pfizer/BioNTech	9146244	Europe
France	2021	2021-4	2021-04-06	Moderna	931940	Europe
France	2021	2021-4	2021-04-06	Oxford/AstraZeneca	2663325	Europe
France	2021	2021-4	2021-04-06	Pfizer/BioNTech	9404749	Europe
France	2021	2021-4	2021-04-07	Moderna	969696	Europe
France	2021	2021-4	2021-04-07	Oxford/AstraZeneca	2694900	Europe
France	2021	2021-4	2021-04-07	Pfizer/BioNTech	9707057	Europe
France	2021	2021-4	2021-04-08	Moderna	1014999	Europe
France	2021	2021-4	2021-04-08	Oxford/AstraZeneca	2772623	Europe
France	2021	2021-4	2021-04-08	Pfizer/BioNTech	10038037	Europe
France	2021	2021-4	2021-04-09	Moderna	1056981	Europe
France	2021	2021-4	2021-04-09	Oxford/AstraZeneca	2932858	Europe
France	2021	2021-4	2021-04-09	Pfizer/BioNTech	10356837	Europe
France	2021	2021-4	2021-04-10	Moderna	1085393	Europe
France	2021	2021-4	2021-04-10	Oxford/AstraZeneca	3007678	Europe
France	2021	2021-4	2021-04-10	Pfizer/BioNTech	10546363	Europe
France	2021	2021-4	2021-04-11	Moderna	1097478	Europe
France	2021	2021-4	2021-04-11	Oxford/AstraZeneca	3014742	Europe
France	2021	2021-4	2021-04-11	Pfizer/BioNTech	10616774	Europe
France	2021	2021-4	2021-04-12	Moderna	1125531	Europe
France	2021	2021-4	2021-04-12	Oxford/AstraZeneca	3065497	Europe
France	2021	2021-4	2021-04-12	Pfizer/BioNTech	10886877	Europe
France	2021	2021-4	2021-04-13	Moderna	1161048	Europe
France	2021	2021-4	2021-04-13	Oxford/AstraZeneca	3150870	Europe
France	2021	2021-4	2021-04-13	Pfizer/BioNTech	11215876	Europe
France	2021	2021-4	2021-04-14	Moderna	1194984	Europe
France	2021	2021-4	2021-04-14	Oxford/AstraZeneca	3217732	Europe
France	2021	2021-4	2021-04-14	Pfizer/BioNTech	11543800	Europe
France	2021	2021-4	2021-04-15	Moderna	1237565	Europe
France	2021	2021-4	2021-04-15	Oxford/AstraZeneca	3309773	Europe
France	2021	2021-4	2021-04-15	Pfizer/BioNTech	11888518	Europe
France	2021	2021-4	2021-04-16	Moderna	1277994	Europe
France	2021	2021-4	2021-04-16	Oxford/AstraZeneca	3421382	Europe
France	2021	2021-4	2021-04-16	Pfizer/BioNTech	12216790	Europe
France	2021	2021-4	2021-04-17	Moderna	1313502	Europe
France	2021	2021-4	2021-04-17	Oxford/AstraZeneca	3473947	Europe
France	2021	2021-4	2021-04-17	Pfizer/BioNTech	12404963	Europe
France	2021	2021-4	2021-04-18	Moderna	1333689	Europe
France	2021	2021-4	2021-04-18	Oxford/AstraZeneca	3483411	Europe
France	2021	2021-4	2021-04-18	Pfizer/BioNTech	12461155	Europe
France	2021	2021-4	2021-04-19	Moderna	1366428	Europe
France	2021	2021-4	2021-04-19	Oxford/AstraZeneca	3508089	Europe
France	2021	2021-4	2021-04-19	Pfizer/BioNTech	12744588	Europe
France	2021	2021-4	2021-04-20	Moderna	1406996	Europe
France	2021	2021-4	2021-04-20	Oxford/AstraZeneca	3553309	Europe
France	2021	2021-4	2021-04-20	Pfizer/BioNTech	13079905	Europe
France	2021	2021-4	2021-04-21	Moderna	1448340	Europe
France	2021	2021-4	2021-04-21	Oxford/AstraZeneca	3591785	Europe
France	2021	2021-4	2021-04-21	Pfizer/BioNTech	13417876	Europe
France	2021	2021-4	2021-04-22	Moderna	1496611	Europe
France	2021	2021-4	2021-04-22	Oxford/AstraZeneca	3646256	Europe
France	2021	2021-4	2021-04-22	Pfizer/BioNTech	13786108	Europe
France	2021	2021-4	2021-04-23	Johnson&Johnson	745	Europe
France	2021	2021-4	2021-04-23	Moderna	1546165	Europe
France	2021	2021-4	2021-04-23	Oxford/AstraZeneca	3716719	Europe
France	2021	2021-4	2021-04-23	Pfizer/BioNTech	14138992	Europe
France	2021	2021-4	2021-04-24	Johnson&Johnson	2297	Europe
France	2021	2021-4	2021-04-24	Moderna	1586373	Europe
France	2021	2021-4	2021-04-24	Oxford/AstraZeneca	3754207	Europe
France	2021	2021-4	2021-04-24	Pfizer/BioNTech	14359312	Europe
France	2021	2021-4	2021-04-25	Johnson&Johnson	2414	Europe
France	2021	2021-4	2021-04-25	Moderna	1604451	Europe
France	2021	2021-4	2021-04-25	Oxford/AstraZeneca	3760280	Europe
France	2021	2021-4	2021-04-25	Pfizer/BioNTech	14442311	Europe
France	2021	2021-4	2021-04-26	Johnson&Johnson	5242	Europe
France	2021	2021-4	2021-04-26	Moderna	1638515	Europe
France	2021	2021-4	2021-04-26	Oxford/AstraZeneca	3780028	Europe
France	2021	2021-4	2021-04-26	Pfizer/BioNTech	14759508	Europe
France	2021	2021-4	2021-04-27	Johnson&Johnson	14606	Europe
France	2021	2021-4	2021-04-27	Moderna	1681781	Europe
France	2021	2021-4	2021-04-27	Oxford/AstraZeneca	3814976	Europe
France	2021	2021-4	2021-04-27	Pfizer/BioNTech	15139818	Europe
France	2021	2021-4	2021-04-28	Johnson&Johnson	24364	Europe
France	2021	2021-4	2021-04-28	Moderna	1729545	Europe
France	2021	2021-4	2021-04-28	Oxford/AstraZeneca	3845165	Europe
France	2021	2021-4	2021-04-28	Pfizer/BioNTech	15529882	Europe
France	2021	2021-4	2021-04-29	Johnson&Johnson	40242	Europe
France	2021	2021-4	2021-04-29	Moderna	1784764	Europe
France	2021	2021-4	2021-04-29	Oxford/AstraZeneca	3895660	Europe
France	2021	2021-4	2021-04-29	Pfizer/BioNTech	15956295	Europe
France	2021	2021-4	2021-04-30	Johnson&Johnson	59315	Europe
France	2021	2021-4	2021-04-30	Moderna	1837660	Europe
France	2021	2021-4	2021-04-30	Oxford/AstraZeneca	3959135	Europe
France	2021	2021-4	2021-04-30	Pfizer/BioNTech	16372361	Europe
France	2021	2021-5	2021-05-01	Johnson&Johnson	61214	Europe
France	2021	2021-5	2021-05-01	Moderna	1862286	Europe
France	2021	2021-5	2021-05-01	Oxford/AstraZeneca	3970274	Europe
France	2021	2021-5	2021-05-01	Pfizer/BioNTech	16550426	Europe
France	2021	2021-5	2021-05-02	Johnson&Johnson	61654	Europe
France	2021	2021-5	2021-05-02	Moderna	1877953	Europe
France	2021	2021-5	2021-05-02	Oxford/AstraZeneca	3973570	Europe
France	2021	2021-5	2021-05-02	Pfizer/BioNTech	16658711	Europe
France	2021	2021-5	2021-05-03	Johnson&Johnson	66579	Europe
France	2021	2021-5	2021-05-03	Moderna	1916735	Europe
France	2021	2021-5	2021-05-03	Oxford/AstraZeneca	3989946	Europe
France	2021	2021-5	2021-05-03	Pfizer/BioNTech	17050883	Europe
France	2021	2021-5	2021-05-04	Johnson&Johnson	74832	Europe
France	2021	2021-5	2021-05-04	Moderna	1963729	Europe
France	2021	2021-5	2021-05-04	Oxford/AstraZeneca	4020813	Europe
France	2021	2021-5	2021-05-04	Pfizer/BioNTech	17498145	Europe
France	2021	2021-5	2021-05-05	Johnson&Johnson	80836	Europe
France	2021	2021-5	2021-05-05	Moderna	2011057	Europe
France	2021	2021-5	2021-05-05	Oxford/AstraZeneca	4049423	Europe
France	2021	2021-5	2021-05-05	Pfizer/BioNTech	17959466	Europe
France	2021	2021-5	2021-05-06	Johnson&Johnson	92098	Europe
France	2021	2021-5	2021-05-06	Moderna	2069502	Europe
France	2021	2021-5	2021-05-06	Oxford/AstraZeneca	4104193	Europe
France	2021	2021-5	2021-05-06	Pfizer/BioNTech	18446252	Europe
France	2021	2021-5	2021-05-07	Johnson&Johnson	111005	Europe
France	2021	2021-5	2021-05-07	Moderna	2127495	Europe
France	2021	2021-5	2021-05-07	Oxford/AstraZeneca	4175947	Europe
France	2021	2021-5	2021-05-07	Pfizer/BioNTech	18921037	Europe
France	2021	2021-5	2021-05-08	Johnson&Johnson	113261	Europe
France	2021	2021-5	2021-05-08	Moderna	2157348	Europe
France	2021	2021-5	2021-05-08	Oxford/AstraZeneca	4191196	Europe
France	2021	2021-5	2021-05-08	Pfizer/BioNTech	19149822	Europe
France	2021	2021-5	2021-05-09	Johnson&Johnson	113892	Europe
France	2021	2021-5	2021-05-09	Moderna	2178144	Europe
France	2021	2021-5	2021-05-09	Oxford/AstraZeneca	4195413	Europe
France	2021	2021-5	2021-05-09	Pfizer/BioNTech	19298428	Europe
France	2021	2021-5	2021-05-10	Johnson&Johnson	120987	Europe
France	2021	2021-5	2021-05-10	Moderna	2232576	Europe
France	2021	2021-5	2021-05-10	Oxford/AstraZeneca	4222375	Europe
France	2021	2021-5	2021-05-10	Pfizer/BioNTech	19742751	Europe
France	2021	2021-5	2021-05-11	Johnson&Johnson	135097	Europe
France	2021	2021-5	2021-05-11	Moderna	2296478	Europe
France	2021	2021-5	2021-05-11	Oxford/AstraZeneca	4274472	Europe
France	2021	2021-5	2021-05-11	Pfizer/BioNTech	20266781	Europe
France	2021	2021-5	2021-05-12	Johnson&Johnson	145049	Europe
France	2021	2021-5	2021-05-12	Moderna	2365112	Europe
France	2021	2021-5	2021-05-12	Oxford/AstraZeneca	4318620	Europe
France	2021	2021-5	2021-05-12	Pfizer/BioNTech	20799266	Europe
France	2021	2021-5	2021-05-13	Johnson&Johnson	146492	Europe
France	2021	2021-5	2021-05-13	Moderna	2421340	Europe
France	2021	2021-5	2021-05-13	Oxford/AstraZeneca	4324098	Europe
France	2021	2021-5	2021-05-13	Pfizer/BioNTech	21124106	Europe
France	2021	2021-5	2021-05-14	Johnson&Johnson	154074	Europe
France	2021	2021-5	2021-05-14	Moderna	2494722	Europe
France	2021	2021-5	2021-05-14	Oxford/AstraZeneca	4363876	Europe
France	2021	2021-5	2021-05-14	Pfizer/BioNTech	21613668	Europe
France	2021	2021-5	2021-05-15	Johnson&Johnson	157658	Europe
France	2021	2021-5	2021-05-15	Moderna	2567070	Europe
France	2021	2021-5	2021-05-15	Oxford/AstraZeneca	4391513	Europe
France	2021	2021-5	2021-05-15	Pfizer/BioNTech	21970010	Europe
France	2021	2021-5	2021-05-16	Johnson&Johnson	158011	Europe
France	2021	2021-5	2021-05-16	Moderna	2612584	Europe
France	2021	2021-5	2021-05-16	Oxford/AstraZeneca	4395003	Europe
France	2021	2021-5	2021-05-16	Pfizer/BioNTech	22140804	Europe
France	2021	2021-5	2021-05-17	Johnson&Johnson	162257	Europe
France	2021	2021-5	2021-05-17	Moderna	2669228	Europe
France	2021	2021-5	2021-05-17	Oxford/AstraZeneca	4422409	Europe
France	2021	2021-5	2021-05-17	Pfizer/BioNTech	22570005	Europe
France	2021	2021-5	2021-05-18	Johnson&Johnson	170816	Europe
France	2021	2021-5	2021-05-18	Moderna	2734801	Europe
France	2021	2021-5	2021-05-18	Oxford/AstraZeneca	4464923	Europe
France	2021	2021-5	2021-05-18	Pfizer/BioNTech	23053243	Europe
France	2021	2021-5	2021-05-19	Johnson&Johnson	176325	Europe
France	2021	2021-5	2021-05-19	Moderna	2801174	Europe
France	2021	2021-5	2021-05-19	Oxford/AstraZeneca	4505571	Europe
France	2021	2021-5	2021-05-19	Pfizer/BioNTech	23542153	Europe
France	2021	2021-5	2021-05-20	Johnson&Johnson	185502	Europe
France	2021	2021-5	2021-05-20	Moderna	2874487	Europe
France	2021	2021-5	2021-05-20	Oxford/AstraZeneca	4571027	Europe
France	2021	2021-5	2021-05-20	Pfizer/BioNTech	24049179	Europe
France	2021	2021-5	2021-05-21	Johnson&Johnson	198027	Europe
France	2021	2021-5	2021-05-21	Moderna	2948541	Europe
France	2021	2021-5	2021-05-21	Oxford/AstraZeneca	4648786	Europe
France	2021	2021-5	2021-05-21	Pfizer/BioNTech	24535998	Europe
France	2021	2021-5	2021-05-22	Johnson&Johnson	202960	Europe
France	2021	2021-5	2021-05-22	Moderna	3013794	Europe
France	2021	2021-5	2021-05-22	Oxford/AstraZeneca	4686725	Europe
France	2021	2021-5	2021-05-22	Pfizer/BioNTech	24848813	Europe
France	2021	2021-5	2021-05-23	Johnson&Johnson	203381	Europe
France	2021	2021-5	2021-05-23	Moderna	3051279	Europe
France	2021	2021-5	2021-05-23	Oxford/AstraZeneca	4689924	Europe
France	2021	2021-5	2021-05-23	Pfizer/BioNTech	24980624	Europe
France	2021	2021-5	2021-05-24	Johnson&Johnson	204316	Europe
France	2021	2021-5	2021-05-24	Moderna	3070129	Europe
France	2021	2021-5	2021-05-24	Oxford/AstraZeneca	4695419	Europe
France	2021	2021-5	2021-05-24	Pfizer/BioNTech	25245317	Europe
France	2021	2021-5	2021-05-25	Johnson&Johnson	211702	Europe
France	2021	2021-5	2021-05-25	Moderna	3102818	Europe
France	2021	2021-5	2021-05-25	Oxford/AstraZeneca	4745422	Europe
France	2021	2021-5	2021-05-25	Pfizer/BioNTech	25735130	Europe
France	2021	2021-5	2021-05-26	Johnson&Johnson	219233	Europe
France	2021	2021-5	2021-05-26	Moderna	3133256	Europe
France	2021	2021-5	2021-05-26	Oxford/AstraZeneca	4801016	Europe
France	2021	2021-5	2021-05-26	Pfizer/BioNTech	26227561	Europe
France	2021	2021-5	2021-05-27	Johnson&Johnson	233307	Europe
France	2021	2021-5	2021-05-27	Moderna	3168287	Europe
France	2021	2021-5	2021-05-27	Oxford/AstraZeneca	4884754	Europe
France	2021	2021-5	2021-05-27	Pfizer/BioNTech	26751950	Europe
France	2021	2021-5	2021-05-28	Johnson&Johnson	259555	Europe
France	2021	2021-5	2021-05-28	Moderna	3211434	Europe
France	2021	2021-5	2021-05-28	Oxford/AstraZeneca	4990947	Europe
France	2021	2021-5	2021-05-28	Pfizer/BioNTech	27254139	Europe
France	2021	2021-5	2021-05-29	Johnson&Johnson	270658	Europe
France	2021	2021-5	2021-05-29	Moderna	3249384	Europe
France	2021	2021-5	2021-05-29	Oxford/AstraZeneca	5054283	Europe
France	2021	2021-5	2021-05-29	Pfizer/BioNTech	27584909	Europe
France	2021	2021-5	2021-05-30	Johnson&Johnson	271519	Europe
France	2021	2021-5	2021-05-30	Moderna	3255642	Europe
France	2021	2021-5	2021-05-30	Oxford/AstraZeneca	5062895	Europe
France	2021	2021-5	2021-05-30	Pfizer/BioNTech	27706196	Europe
France	2021	2021-5	2021-05-31	Johnson&Johnson	283926	Europe
France	2021	2021-5	2021-05-31	Moderna	3301957	Europe
France	2021	2021-5	2021-05-31	Oxford/AstraZeneca	5100937	Europe
France	2021	2021-5	2021-05-31	Pfizer/BioNTech	28162977	Europe
France	2021	2021-6	2021-06-01	Johnson&Johnson	303657	Europe
France	2021	2021-6	2021-06-01	Moderna	3365924	Europe
France	2021	2021-6	2021-06-01	Oxford/AstraZeneca	5168701	Europe
France	2021	2021-6	2021-06-01	Pfizer/BioNTech	28674382	Europe
France	2021	2021-6	2021-06-02	Johnson&Johnson	317765	Europe
France	2021	2021-6	2021-06-02	Moderna	3421361	Europe
France	2021	2021-6	2021-06-02	Oxford/AstraZeneca	5229404	Europe
France	2021	2021-6	2021-06-02	Pfizer/BioNTech	29172713	Europe
France	2021	2021-6	2021-06-03	Johnson&Johnson	336757	Europe
France	2021	2021-6	2021-06-03	Moderna	3494649	Europe
France	2021	2021-6	2021-06-03	Oxford/AstraZeneca	5320126	Europe
France	2021	2021-6	2021-06-03	Pfizer/BioNTech	29696820	Europe
France	2021	2021-6	2021-06-04	Johnson&Johnson	358579	Europe
France	2021	2021-6	2021-06-04	Moderna	3582519	Europe
France	2021	2021-6	2021-06-04	Oxford/AstraZeneca	5429029	Europe
France	2021	2021-6	2021-06-04	Pfizer/BioNTech	30221522	Europe
France	2021	2021-6	2021-06-05	Johnson&Johnson	367778	Europe
France	2021	2021-6	2021-06-05	Moderna	3640077	Europe
France	2021	2021-6	2021-06-05	Oxford/AstraZeneca	5483000	Europe
France	2021	2021-6	2021-06-05	Pfizer/BioNTech	30586144	Europe
France	2021	2021-6	2021-06-06	Johnson&Johnson	368647	Europe
France	2021	2021-6	2021-06-06	Moderna	3650943	Europe
France	2021	2021-6	2021-06-06	Oxford/AstraZeneca	5488650	Europe
France	2021	2021-6	2021-06-06	Pfizer/BioNTech	30746291	Europe
France	2021	2021-6	2021-06-07	Johnson&Johnson	377183	Europe
France	2021	2021-6	2021-06-07	Moderna	3700860	Europe
France	2021	2021-6	2021-06-07	Oxford/AstraZeneca	5520882	Europe
France	2021	2021-6	2021-06-07	Pfizer/BioNTech	31242250	Europe
Germany	2020	2020-12	2020-12-27	Johnson&Johnson	0	Europe
Germany	2020	2020-12	2020-12-27	Moderna	1	Europe
Germany	2020	2020-12	2020-12-27	Oxford/AstraZeneca	0	Europe
Germany	2020	2020-12	2020-12-27	Pfizer/BioNTech	24101	Europe
Germany	2020	2020-12	2020-12-28	Johnson&Johnson	0	Europe
Germany	2020	2020-12	2020-12-28	Moderna	1	Europe
Germany	2020	2020-12	2020-12-28	Oxford/AstraZeneca	0	Europe
Germany	2020	2020-12	2020-12-28	Pfizer/BioNTech	42657	Europe
Germany	2020	2020-12	2020-12-29	Johnson&Johnson	0	Europe
Germany	2020	2020-12	2020-12-29	Moderna	1	Europe
Germany	2020	2020-12	2020-12-29	Oxford/AstraZeneca	0	Europe
Germany	2020	2020-12	2020-12-29	Pfizer/BioNTech	93508	Europe
Germany	2020	2020-12	2020-12-30	Johnson&Johnson	0	Europe
Germany	2020	2020-12	2020-12-30	Moderna	1	Europe
Germany	2020	2020-12	2020-12-30	Oxford/AstraZeneca	0	Europe
Germany	2020	2020-12	2020-12-30	Pfizer/BioNTech	156538	Europe
Germany	2020	2020-12	2020-12-31	Johnson&Johnson	0	Europe
Germany	2020	2020-12	2020-12-31	Moderna	1	Europe
Germany	2020	2020-12	2020-12-31	Oxford/AstraZeneca	0	Europe
Germany	2020	2020-12	2020-12-31	Pfizer/BioNTech	206737	Europe
Germany	2021	2021-1	2021-01-01	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-01	Moderna	1	Europe
Germany	2021	2021-1	2021-01-01	Oxford/AstraZeneca	1	Europe
Germany	2021	2021-1	2021-01-01	Pfizer/BioNTech	225667	Europe
Germany	2021	2021-1	2021-01-02	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-02	Moderna	1	Europe
Germany	2021	2021-1	2021-01-02	Oxford/AstraZeneca	1	Europe
Germany	2021	2021-1	2021-01-02	Pfizer/BioNTech	278211	Europe
Germany	2021	2021-1	2021-01-03	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-03	Moderna	1	Europe
Germany	2021	2021-1	2021-01-03	Oxford/AstraZeneca	1	Europe
Germany	2021	2021-1	2021-01-03	Pfizer/BioNTech	302107	Europe
Germany	2021	2021-1	2021-01-04	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-04	Moderna	1	Europe
Germany	2021	2021-1	2021-01-04	Oxford/AstraZeneca	1	Europe
Germany	2021	2021-1	2021-01-04	Pfizer/BioNTech	350279	Europe
Germany	2021	2021-1	2021-01-05	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-05	Moderna	2	Europe
Germany	2021	2021-1	2021-01-05	Oxford/AstraZeneca	1	Europe
Germany	2021	2021-1	2021-01-05	Pfizer/BioNTech	404044	Europe
Germany	2021	2021-1	2021-01-06	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-06	Moderna	8	Europe
Germany	2021	2021-1	2021-01-06	Oxford/AstraZeneca	3	Europe
Germany	2021	2021-1	2021-01-06	Pfizer/BioNTech	466692	Europe
Germany	2021	2021-1	2021-01-07	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-07	Moderna	11	Europe
Germany	2021	2021-1	2021-01-07	Oxford/AstraZeneca	3	Europe
Germany	2021	2021-1	2021-01-07	Pfizer/BioNTech	522768	Europe
Germany	2021	2021-1	2021-01-08	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-08	Moderna	60	Europe
Germany	2021	2021-1	2021-01-08	Oxford/AstraZeneca	3	Europe
Germany	2021	2021-1	2021-01-08	Pfizer/BioNTech	585755	Europe
Germany	2021	2021-1	2021-01-09	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-09	Moderna	60	Europe
Germany	2021	2021-1	2021-01-09	Oxford/AstraZeneca	3	Europe
Germany	2021	2021-1	2021-01-09	Pfizer/BioNTech	647184	Europe
Germany	2021	2021-1	2021-01-10	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-10	Moderna	60	Europe
Germany	2021	2021-1	2021-01-10	Oxford/AstraZeneca	3	Europe
Germany	2021	2021-1	2021-01-10	Pfizer/BioNTech	682694	Europe
Germany	2021	2021-1	2021-01-11	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-11	Moderna	62	Europe
Germany	2021	2021-1	2021-01-11	Oxford/AstraZeneca	3	Europe
Germany	2021	2021-1	2021-01-11	Pfizer/BioNTech	750290	Europe
Germany	2021	2021-1	2021-01-12	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-12	Moderna	69	Europe
Germany	2021	2021-1	2021-01-12	Oxford/AstraZeneca	4	Europe
Germany	2021	2021-1	2021-01-12	Pfizer/BioNTech	833291	Europe
Germany	2021	2021-1	2021-01-13	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-13	Moderna	867	Europe
Germany	2021	2021-1	2021-01-13	Oxford/AstraZeneca	4	Europe
Germany	2021	2021-1	2021-01-13	Pfizer/BioNTech	944352	Europe
Germany	2021	2021-1	2021-01-14	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-14	Moderna	5492	Europe
Germany	2021	2021-1	2021-01-14	Oxford/AstraZeneca	4	Europe
Germany	2021	2021-1	2021-01-14	Pfizer/BioNTech	1022954	Europe
Germany	2021	2021-1	2021-01-15	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-15	Moderna	10953	Europe
Germany	2021	2021-1	2021-01-15	Oxford/AstraZeneca	9	Europe
Germany	2021	2021-1	2021-01-15	Pfizer/BioNTech	1109127	Europe
Germany	2021	2021-1	2021-01-16	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-16	Moderna	12734	Europe
Germany	2021	2021-1	2021-01-16	Oxford/AstraZeneca	9	Europe
Germany	2021	2021-1	2021-01-16	Pfizer/BioNTech	1164952	Europe
Germany	2021	2021-1	2021-01-17	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-17	Moderna	14039	Europe
Germany	2021	2021-1	2021-01-17	Oxford/AstraZeneca	10	Europe
Germany	2021	2021-1	2021-01-17	Pfizer/BioNTech	1212680	Europe
Germany	2021	2021-1	2021-01-18	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-18	Moderna	18079	Europe
Germany	2021	2021-1	2021-01-18	Oxford/AstraZeneca	11	Europe
Germany	2021	2021-1	2021-01-18	Pfizer/BioNTech	1291280	Europe
Germany	2021	2021-1	2021-01-19	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-19	Moderna	21583	Europe
Germany	2021	2021-1	2021-01-19	Oxford/AstraZeneca	25	Europe
Germany	2021	2021-1	2021-01-19	Pfizer/BioNTech	1405581	Europe
Germany	2021	2021-1	2021-01-20	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-20	Moderna	24347	Europe
Germany	2021	2021-1	2021-01-20	Oxford/AstraZeneca	28	Europe
Germany	2021	2021-1	2021-01-20	Pfizer/BioNTech	1535038	Europe
Germany	2021	2021-1	2021-01-21	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-21	Moderna	27091	Europe
Germany	2021	2021-1	2021-01-21	Oxford/AstraZeneca	28	Europe
Germany	2021	2021-1	2021-01-21	Pfizer/BioNTech	1640132	Europe
Germany	2021	2021-1	2021-01-22	Johnson&Johnson	0	Europe
Germany	2021	2021-1	2021-01-22	Moderna	29195	Europe
