country	year	month	day	vaccine	total_vaccinations	continent
Iceland	2021	2021-4	2021-04-20	Oxford/AstraZeneca	23967	Europe
Iceland	2021	2021-4	2021-04-20	Pfizer/BioNTech	75381	Europe
Iceland	2021	2021-4	2021-04-21	Johnson&Johnson	0	Europe
Iceland	2021	2021-4	2021-04-21	Moderna	12471	Europe
Iceland	2021	2021-4	2021-04-21	Oxford/AstraZeneca	24027	Europe
Iceland	2021	2021-4	2021-04-21	Pfizer/BioNTech	77043	Europe
Iceland	2021	2021-4	2021-04-22	Johnson&Johnson	0	Europe
Iceland	2021	2021-4	2021-04-22	Moderna	12471	Europe
Iceland	2021	2021-4	2021-04-22	Oxford/AstraZeneca	24028	Europe
Iceland	2021	2021-4	2021-04-22	Pfizer/BioNTech	77044	Europe
Iceland	2021	2021-4	2021-04-23	Johnson&Johnson	0	Europe
Iceland	2021	2021-4	2021-04-23	Moderna	12471	Europe
Iceland	2021	2021-4	2021-04-23	Oxford/AstraZeneca	24029	Europe
Iceland	2021	2021-4	2021-04-23	Pfizer/BioNTech	77490	Europe
Iceland	2021	2021-4	2021-04-24	Johnson&Johnson	0	Europe
Iceland	2021	2021-4	2021-04-24	Moderna	12471	Europe
Iceland	2021	2021-4	2021-04-24	Oxford/AstraZeneca	24029	Europe
Iceland	2021	2021-4	2021-04-24	Pfizer/BioNTech	77490	Europe
Iceland	2021	2021-4	2021-04-25	Johnson&Johnson	0	Europe
Iceland	2021	2021-4	2021-04-25	Moderna	12471	Europe
Iceland	2021	2021-4	2021-04-25	Oxford/AstraZeneca	24029	Europe
Iceland	2021	2021-4	2021-04-25	Pfizer/BioNTech	77490	Europe
Iceland	2021	2021-4	2021-04-26	Johnson&Johnson	0	Europe
Iceland	2021	2021-4	2021-04-26	Moderna	12472	Europe
Iceland	2021	2021-4	2021-04-26	Oxford/AstraZeneca	24029	Europe
Iceland	2021	2021-4	2021-04-26	Pfizer/BioNTech	77490	Europe
Iceland	2021	2021-4	2021-04-27	Johnson&Johnson	0	Europe
Iceland	2021	2021-4	2021-04-27	Moderna	12472	Europe
Iceland	2021	2021-4	2021-04-27	Oxford/AstraZeneca	24318	Europe
Iceland	2021	2021-4	2021-04-27	Pfizer/BioNTech	84877	Europe
Iceland	2021	2021-4	2021-04-28	Johnson&Johnson	376	Europe
Iceland	2021	2021-4	2021-04-28	Moderna	12472	Europe
Iceland	2021	2021-4	2021-04-28	Oxford/AstraZeneca	33986	Europe
Iceland	2021	2021-4	2021-04-28	Pfizer/BioNTech	86386	Europe
Iceland	2021	2021-4	2021-04-29	Johnson&Johnson	376	Europe
Iceland	2021	2021-4	2021-04-29	Moderna	12472	Europe
Iceland	2021	2021-4	2021-04-29	Oxford/AstraZeneca	44573	Europe
Iceland	2021	2021-4	2021-04-29	Pfizer/BioNTech	88000	Europe
Iceland	2021	2021-4	2021-04-30	Johnson&Johnson	467	Europe
Iceland	2021	2021-4	2021-04-30	Moderna	12474	Europe
Iceland	2021	2021-4	2021-04-30	Oxford/AstraZeneca	45058	Europe
Iceland	2021	2021-4	2021-04-30	Pfizer/BioNTech	88085	Europe
Iceland	2021	2021-5	2021-05-01	Johnson&Johnson	467	Europe
Iceland	2021	2021-5	2021-05-01	Moderna	12474	Europe
Iceland	2021	2021-5	2021-05-01	Oxford/AstraZeneca	45059	Europe
Iceland	2021	2021-5	2021-05-01	Pfizer/BioNTech	88275	Europe
Iceland	2021	2021-5	2021-05-02	Johnson&Johnson	468	Europe
Iceland	2021	2021-5	2021-05-02	Moderna	12474	Europe
Iceland	2021	2021-5	2021-05-02	Oxford/AstraZeneca	45059	Europe
Iceland	2021	2021-5	2021-05-02	Pfizer/BioNTech	88276	Europe
Iceland	2021	2021-5	2021-05-03	Johnson&Johnson	469	Europe
Iceland	2021	2021-5	2021-05-03	Moderna	12474	Europe
Iceland	2021	2021-5	2021-05-03	Oxford/AstraZeneca	45059	Europe
Iceland	2021	2021-5	2021-05-03	Pfizer/BioNTech	88280	Europe
Iceland	2021	2021-5	2021-05-04	Johnson&Johnson	523	Europe
Iceland	2021	2021-5	2021-05-04	Moderna	12474	Europe
Iceland	2021	2021-5	2021-05-04	Oxford/AstraZeneca	45142	Europe
Iceland	2021	2021-5	2021-05-04	Pfizer/BioNTech	99247	Europe
Iceland	2021	2021-5	2021-05-05	Johnson&Johnson	7040	Europe
Iceland	2021	2021-5	2021-05-05	Moderna	12474	Europe
Iceland	2021	2021-5	2021-05-05	Oxford/AstraZeneca	45650	Europe
Iceland	2021	2021-5	2021-05-05	Pfizer/BioNTech	102192	Europe
Iceland	2021	2021-5	2021-05-06	Johnson&Johnson	7933	Europe
Iceland	2021	2021-5	2021-05-06	Moderna	12475	Europe
Iceland	2021	2021-5	2021-05-06	Oxford/AstraZeneca	59685	Europe
Iceland	2021	2021-5	2021-05-06	Pfizer/BioNTech	104392	Europe
Iceland	2021	2021-5	2021-05-07	Johnson&Johnson	8443	Europe
Iceland	2021	2021-5	2021-05-07	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-07	Oxford/AstraZeneca	59908	Europe
Iceland	2021	2021-5	2021-05-07	Pfizer/BioNTech	104423	Europe
Iceland	2021	2021-5	2021-05-08	Johnson&Johnson	8443	Europe
Iceland	2021	2021-5	2021-05-08	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-08	Oxford/AstraZeneca	59908	Europe
Iceland	2021	2021-5	2021-05-08	Pfizer/BioNTech	104423	Europe
Iceland	2021	2021-5	2021-05-09	Johnson&Johnson	8443	Europe
Iceland	2021	2021-5	2021-05-09	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-09	Oxford/AstraZeneca	59908	Europe
Iceland	2021	2021-5	2021-05-09	Pfizer/BioNTech	104423	Europe
Iceland	2021	2021-5	2021-05-10	Johnson&Johnson	8444	Europe
Iceland	2021	2021-5	2021-05-10	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-10	Oxford/AstraZeneca	60057	Europe
Iceland	2021	2021-5	2021-05-10	Pfizer/BioNTech	104452	Europe
Iceland	2021	2021-5	2021-05-11	Johnson&Johnson	8678	Europe
Iceland	2021	2021-5	2021-05-11	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-11	Oxford/AstraZeneca	60088	Europe
Iceland	2021	2021-5	2021-05-11	Pfizer/BioNTech	114497	Europe
Iceland	2021	2021-5	2021-05-12	Johnson&Johnson	8875	Europe
Iceland	2021	2021-5	2021-05-12	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-12	Oxford/AstraZeneca	61394	Europe
Iceland	2021	2021-5	2021-05-12	Pfizer/BioNTech	117292	Europe
Iceland	2021	2021-5	2021-05-13	Johnson&Johnson	8875	Europe
Iceland	2021	2021-5	2021-05-13	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-13	Oxford/AstraZeneca	62376	Europe
Iceland	2021	2021-5	2021-05-13	Pfizer/BioNTech	117292	Europe
Iceland	2021	2021-5	2021-05-14	Johnson&Johnson	8875	Europe
Iceland	2021	2021-5	2021-05-14	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-14	Oxford/AstraZeneca	62399	Europe
Iceland	2021	2021-5	2021-05-14	Pfizer/BioNTech	117863	Europe
Iceland	2021	2021-5	2021-05-15	Johnson&Johnson	8876	Europe
Iceland	2021	2021-5	2021-05-15	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-15	Oxford/AstraZeneca	62399	Europe
Iceland	2021	2021-5	2021-05-15	Pfizer/BioNTech	117863	Europe
Iceland	2021	2021-5	2021-05-16	Johnson&Johnson	8876	Europe
Iceland	2021	2021-5	2021-05-16	Moderna	15354	Europe
Iceland	2021	2021-5	2021-05-16	Oxford/AstraZeneca	62399	Europe
Iceland	2021	2021-5	2021-05-16	Pfizer/BioNTech	117863	Europe
Iceland	2021	2021-5	2021-05-17	Johnson&Johnson	8876	Europe
Iceland	2021	2021-5	2021-05-17	Moderna	22543	Europe
Iceland	2021	2021-5	2021-05-17	Oxford/AstraZeneca	62483	Europe
Iceland	2021	2021-5	2021-05-17	Pfizer/BioNTech	117865	Europe
Iceland	2021	2021-5	2021-05-18	Johnson&Johnson	9247	Europe
Iceland	2021	2021-5	2021-05-18	Moderna	22544	Europe
Iceland	2021	2021-5	2021-05-18	Oxford/AstraZeneca	62768	Europe
Iceland	2021	2021-5	2021-05-18	Pfizer/BioNTech	125612	Europe
Iceland	2021	2021-5	2021-05-19	Johnson&Johnson	10563	Europe
Iceland	2021	2021-5	2021-05-19	Moderna	22544	Europe
Iceland	2021	2021-5	2021-05-19	Oxford/AstraZeneca	63587	Europe
Iceland	2021	2021-5	2021-05-19	Pfizer/BioNTech	128523	Europe
Iceland	2021	2021-5	2021-05-20	Johnson&Johnson	13185	Europe
Iceland	2021	2021-5	2021-05-20	Moderna	22544	Europe
Iceland	2021	2021-5	2021-05-20	Oxford/AstraZeneca	64499	Europe
Iceland	2021	2021-5	2021-05-20	Pfizer/BioNTech	131015	Europe
Iceland	2021	2021-5	2021-05-21	Johnson&Johnson	13249	Europe
Iceland	2021	2021-5	2021-05-21	Moderna	22556	Europe
Iceland	2021	2021-5	2021-05-21	Oxford/AstraZeneca	64548	Europe
Iceland	2021	2021-5	2021-05-21	Pfizer/BioNTech	131372	Europe
Iceland	2021	2021-5	2021-05-22	Johnson&Johnson	13249	Europe
Iceland	2021	2021-5	2021-05-22	Moderna	22556	Europe
Iceland	2021	2021-5	2021-05-22	Oxford/AstraZeneca	64548	Europe
Iceland	2021	2021-5	2021-05-22	Pfizer/BioNTech	131372	Europe
Iceland	2021	2021-5	2021-05-23	Johnson&Johnson	13249	Europe
Iceland	2021	2021-5	2021-05-23	Moderna	22556	Europe
Iceland	2021	2021-5	2021-05-23	Oxford/AstraZeneca	64548	Europe
Iceland	2021	2021-5	2021-05-23	Pfizer/BioNTech	131372	Europe
Iceland	2021	2021-5	2021-05-24	Johnson&Johnson	13249	Europe
Iceland	2021	2021-5	2021-05-24	Moderna	22556	Europe
Iceland	2021	2021-5	2021-05-24	Oxford/AstraZeneca	64548	Europe
Iceland	2021	2021-5	2021-05-24	Pfizer/BioNTech	131372	Europe
Iceland	2021	2021-5	2021-05-25	Johnson&Johnson	13295	Europe
Iceland	2021	2021-5	2021-05-25	Moderna	22557	Europe
Iceland	2021	2021-5	2021-05-25	Oxford/AstraZeneca	64600	Europe
Iceland	2021	2021-5	2021-05-25	Pfizer/BioNTech	131373	Europe
Iceland	2021	2021-5	2021-05-26	Johnson&Johnson	13465	Europe
Iceland	2021	2021-5	2021-05-26	Moderna	22557	Europe
Iceland	2021	2021-5	2021-05-26	Oxford/AstraZeneca	64777	Europe
Iceland	2021	2021-5	2021-05-26	Pfizer/BioNTech	143196	Europe
Iceland	2021	2021-5	2021-05-27	Johnson&Johnson	13472	Europe
Iceland	2021	2021-5	2021-05-27	Moderna	22557	Europe
Iceland	2021	2021-5	2021-05-27	Oxford/AstraZeneca	67684	Europe
Iceland	2021	2021-5	2021-05-27	Pfizer/BioNTech	146143	Europe
Iceland	2021	2021-5	2021-05-28	Johnson&Johnson	13523	Europe
Iceland	2021	2021-5	2021-05-28	Moderna	22557	Europe
Iceland	2021	2021-5	2021-05-28	Oxford/AstraZeneca	67715	Europe
Iceland	2021	2021-5	2021-05-28	Pfizer/BioNTech	146190	Europe
Iceland	2021	2021-5	2021-05-29	Johnson&Johnson	13523	Europe
Iceland	2021	2021-5	2021-05-29	Moderna	22557	Europe
Iceland	2021	2021-5	2021-05-29	Oxford/AstraZeneca	67715	Europe
Iceland	2021	2021-5	2021-05-29	Pfizer/BioNTech	146190	Europe
Iceland	2021	2021-5	2021-05-30	Johnson&Johnson	13523	Europe
Iceland	2021	2021-5	2021-05-30	Moderna	22557	Europe
Iceland	2021	2021-5	2021-05-30	Oxford/AstraZeneca	67715	Europe
Iceland	2021	2021-5	2021-05-30	Pfizer/BioNTech	146190	Europe
Iceland	2021	2021-5	2021-05-31	Johnson&Johnson	13536	Europe
Iceland	2021	2021-5	2021-05-31	Moderna	22557	Europe
Iceland	2021	2021-5	2021-05-31	Oxford/AstraZeneca	67715	Europe
Iceland	2021	2021-5	2021-05-31	Pfizer/BioNTech	146191	Europe
Iceland	2021	2021-6	2021-06-01	Johnson&Johnson	13634	Europe
Iceland	2021	2021-6	2021-06-01	Moderna	22557	Europe
Iceland	2021	2021-6	2021-06-01	Oxford/AstraZeneca	67804	Europe
Iceland	2021	2021-6	2021-06-01	Pfizer/BioNTech	154865	Europe
Iceland	2021	2021-6	2021-06-02	Johnson&Johnson	14180	Europe
Iceland	2021	2021-6	2021-06-02	Moderna	28300	Europe
Iceland	2021	2021-6	2021-06-02	Oxford/AstraZeneca	67960	Europe
Iceland	2021	2021-6	2021-06-02	Pfizer/BioNTech	158908	Europe
Iceland	2021	2021-6	2021-06-03	Johnson&Johnson	15245	Europe
Iceland	2021	2021-6	2021-06-03	Moderna	28301	Europe
Iceland	2021	2021-6	2021-06-03	Oxford/AstraZeneca	68104	Europe
Iceland	2021	2021-6	2021-06-03	Pfizer/BioNTech	161830	Europe
Iceland	2021	2021-6	2021-06-04	Johnson&Johnson	15777	Europe
Iceland	2021	2021-6	2021-06-04	Moderna	28301	Europe
Iceland	2021	2021-6	2021-06-04	Oxford/AstraZeneca	68156	Europe
Iceland	2021	2021-6	2021-06-04	Pfizer/BioNTech	161910	Europe
Iceland	2021	2021-6	2021-06-05	Johnson&Johnson	15777	Europe
Iceland	2021	2021-6	2021-06-05	Moderna	28301	Europe
Iceland	2021	2021-6	2021-06-05	Oxford/AstraZeneca	68156	Europe
Iceland	2021	2021-6	2021-06-05	Pfizer/BioNTech	161910	Europe
Iceland	2021	2021-6	2021-06-06	Johnson&Johnson	15777	Europe
Iceland	2021	2021-6	2021-06-06	Moderna	28301	Europe
Iceland	2021	2021-6	2021-06-06	Oxford/AstraZeneca	68156	Europe
Iceland	2021	2021-6	2021-06-06	Pfizer/BioNTech	161910	Europe
Ireland	2020	2020-12	2020-12-29	Pfizer/BioNTech	0	Europe
Ireland	2021	2021-1	2021-01-05	Pfizer/BioNTech	50410	Europe
Ireland	2021	2021-1	2021-01-12	Moderna	1907	Europe
Ireland	2021	2021-1	2021-01-12	Oxford/AstraZeneca	0	Europe
Ireland	2021	2021-1	2021-01-12	Pfizer/BioNTech	97240	Europe
Ireland	2021	2021-1	2021-01-19	Moderna	1917	Europe
Ireland	2021	2021-1	2021-01-19	Oxford/AstraZeneca	0	Europe
Ireland	2021	2021-1	2021-01-19	Pfizer/BioNTech	145245	Europe
Ireland	2021	2021-1	2021-01-26	Moderna	1917	Europe
Ireland	2021	2021-1	2021-01-26	Oxford/AstraZeneca	0	Europe
Ireland	2021	2021-1	2021-01-26	Pfizer/BioNTech	197091	Europe
Ireland	2021	2021-2	2021-02-02	Moderna	1917	Europe
Ireland	2021	2021-2	2021-02-02	Oxford/AstraZeneca	4	Europe
Ireland	2021	2021-2	2021-02-02	Pfizer/BioNTech	248689	Europe
Ireland	2021	2021-2	2021-02-09	Moderna	4300	Europe
Ireland	2021	2021-2	2021-02-09	Oxford/AstraZeneca	17373	Europe
Ireland	2021	2021-2	2021-02-09	Pfizer/BioNTech	260235	Europe
Ireland	2021	2021-2	2021-02-16	Moderna	5501	Europe
Ireland	2021	2021-2	2021-02-16	Oxford/AstraZeneca	37839	Europe
Ireland	2021	2021-2	2021-02-16	Pfizer/BioNTech	320992	Europe
Ireland	2021	2021-2	2021-02-23	Moderna	9483	Europe
Ireland	2021	2021-2	2021-02-23	Oxford/AstraZeneca	71501	Europe
Ireland	2021	2021-2	2021-02-23	Pfizer/BioNTech	369840	Europe
Ireland	2021	2021-3	2021-03-02	Moderna	16019	Europe
Ireland	2021	2021-3	2021-03-02	Oxford/AstraZeneca	99044	Europe
Ireland	2021	2021-3	2021-03-02	Pfizer/BioNTech	419913	Europe
Ireland	2021	2021-3	2021-03-09	Moderna	19870	Europe
Ireland	2021	2021-3	2021-03-09	Oxford/AstraZeneca	131551	Europe
Ireland	2021	2021-3	2021-03-09	Pfizer/BioNTech	471952	Europe
Ireland	2021	2021-3	2021-03-16	Moderna	21805	Europe
Ireland	2021	2021-3	2021-03-16	Oxford/AstraZeneca	134772	Europe
Ireland	2021	2021-3	2021-03-16	Pfizer/BioNTech	530783	Europe
Ireland	2021	2021-3	2021-03-23	Moderna	29084	Europe
Ireland	2021	2021-3	2021-03-23	Oxford/AstraZeneca	172139	Europe
Ireland	2021	2021-3	2021-03-23	Pfizer/BioNTech	614678	Europe
Ireland	2021	2021-3	2021-03-30	Moderna	40646	Europe
Ireland	2021	2021-3	2021-03-30	Oxford/AstraZeneca	206752	Europe
Ireland	2021	2021-3	2021-03-30	Pfizer/BioNTech	700456	Europe
Ireland	2021	2021-4	2021-04-06	Moderna	48651	Europe
Ireland	2021	2021-4	2021-04-06	Oxford/AstraZeneca	237774	Europe
Ireland	2021	2021-4	2021-04-06	Pfizer/BioNTech	788868	Europe
Ireland	2021	2021-4	2021-04-13	Johnson&Johnson	0	Europe
Ireland	2021	2021-4	2021-04-13	Moderna	53152	Europe
Ireland	2021	2021-4	2021-04-13	Oxford/AstraZeneca	246070	Europe
Ireland	2021	2021-4	2021-04-13	Pfizer/BioNTech	921611	Europe
Ireland	2021	2021-4	2021-04-20	Johnson&Johnson	0	Europe
Ireland	2021	2021-4	2021-04-20	Moderna	66570	Europe
Ireland	2021	2021-4	2021-04-20	Oxford/AstraZeneca	303552	Europe
Ireland	2021	2021-4	2021-04-20	Pfizer/BioNTech	1041008	Europe
Ireland	2021	2021-4	2021-04-27	Johnson&Johnson	0	Europe
Ireland	2021	2021-4	2021-04-27	Moderna	80306	Europe
Ireland	2021	2021-4	2021-04-27	Oxford/AstraZeneca	386394	Europe
Ireland	2021	2021-4	2021-04-27	Pfizer/BioNTech	1149634	Europe
Ireland	2021	2021-5	2021-05-04	Johnson&Johnson	263	Europe
Ireland	2021	2021-5	2021-05-04	Moderna	89700	Europe
Ireland	2021	2021-5	2021-05-04	Oxford/AstraZeneca	512259	Europe
Ireland	2021	2021-5	2021-05-04	Pfizer/BioNTech	1252792	Europe
Ireland	2021	2021-5	2021-05-11	Johnson&Johnson	1042	Europe
Ireland	2021	2021-5	2021-05-11	Moderna	113013	Europe
Ireland	2021	2021-5	2021-05-11	Oxford/AstraZeneca	590862	Europe
Ireland	2021	2021-5	2021-05-11	Pfizer/BioNTech	1400119	Europe
Ireland	2021	2021-5	2021-05-18	Johnson&Johnson	39973	Europe
Ireland	2021	2021-5	2021-05-18	Moderna	149455	Europe
Ireland	2021	2021-5	2021-05-18	Oxford/AstraZeneca	604172	Europe
Ireland	2021	2021-5	2021-05-18	Pfizer/BioNTech	1515634	Europe
Ireland	2021	2021-5	2021-05-25	Johnson&Johnson	48365	Europe
Ireland	2021	2021-5	2021-05-25	Moderna	153737	Europe
Ireland	2021	2021-5	2021-05-25	Oxford/AstraZeneca	604348	Europe
Ireland	2021	2021-5	2021-05-25	Pfizer/BioNTech	1532533	Europe
Italy	2020	2020-12	2020-12-27	Pfizer/BioNTech	7186	Europe
Italy	2020	2020-12	2020-12-28	Pfizer/BioNTech	8615	Europe
Italy	2020	2020-12	2020-12-29	Pfizer/BioNTech	9630	Europe
Italy	2020	2020-12	2020-12-30	Pfizer/BioNTech	14357	Europe
Italy	2020	2020-12	2020-12-31	Pfizer/BioNTech	39851	Europe
Italy	2021	2021-1	2021-01-01	Pfizer/BioNTech	50916	Europe
Italy	2021	2021-1	2021-01-02	Pfizer/BioNTech	89420	Europe
Italy	2021	2021-1	2021-01-03	Pfizer/BioNTech	124608	Europe
Italy	2021	2021-1	2021-01-04	Pfizer/BioNTech	193350	Europe
Italy	2021	2021-1	2021-01-05	Pfizer/BioNTech	272942	Europe
Italy	2021	2021-1	2021-01-06	Pfizer/BioNTech	337928	Europe
Italy	2021	2021-1	2021-01-07	Pfizer/BioNTech	430011	Europe
Italy	2021	2021-1	2021-01-08	Moderna	2	Europe
Italy	2021	2021-1	2021-01-08	Pfizer/BioNTech	525539	Europe
Italy	2021	2021-1	2021-01-09	Pfizer/BioNTech	612387	Europe
Italy	2021	2021-1	2021-01-10	Pfizer/BioNTech	672703	Europe
Italy	2021	2021-1	2021-01-11	Pfizer/BioNTech	753666	Europe
Italy	2021	2021-1	2021-01-12	Pfizer/BioNTech	835969	Europe
Italy	2021	2021-1	2021-01-13	Moderna	3	Europe
Italy	2021	2021-1	2021-01-13	Pfizer/BioNTech	930559	Europe
Italy	2021	2021-1	2021-01-14	Moderna	87	Europe
Italy	2021	2021-1	2021-01-14	Pfizer/BioNTech	1024220	Europe
Italy	2021	2021-1	2021-01-15	Moderna	1183	Europe
Italy	2021	2021-1	2021-01-15	Oxford/AstraZeneca	1	Europe
Italy	2021	2021-1	2021-01-15	Pfizer/BioNTech	1112683	Europe
Italy	2021	2021-1	2021-01-16	Moderna	2125	Europe
Italy	2021	2021-1	2021-01-16	Pfizer/BioNTech	1176540	Europe
Italy	2021	2021-1	2021-01-17	Moderna	2418	Europe
Italy	2021	2021-1	2021-01-17	Pfizer/BioNTech	1213391	Europe
Italy	2021	2021-1	2021-01-18	Moderna	3636	Europe
Italy	2021	2021-1	2021-01-18	Pfizer/BioNTech	1255888	Europe
Italy	2021	2021-1	2021-01-19	Moderna	5729	Europe
Italy	2021	2021-1	2021-01-19	Pfizer/BioNTech	1286695	Europe
Italy	2021	2021-1	2021-01-20	Moderna	9007	Europe
Italy	2021	2021-1	2021-01-20	Pfizer/BioNTech	1314186	Europe
Italy	2021	2021-1	2021-01-21	Moderna	11799	Europe
Italy	2021	2021-1	2021-01-21	Pfizer/BioNTech	1347037	Europe
Italy	2021	2021-1	2021-01-22	Moderna	13535	Europe
Italy	2021	2021-1	2021-01-22	Oxford/AstraZeneca	4	Europe
Italy	2021	2021-1	2021-01-22	Pfizer/BioNTech	1371926	Europe
Italy	2021	2021-1	2021-01-23	Moderna	14535	Europe
Italy	2021	2021-1	2021-01-23	Pfizer/BioNTech	1409846	Europe
Italy	2021	2021-1	2021-01-24	Moderna	15322	Europe
Italy	2021	2021-1	2021-01-24	Pfizer/BioNTech	1442893	Europe
Italy	2021	2021-1	2021-01-25	Moderna	15918	Europe
Italy	2021	2021-1	2021-01-25	Pfizer/BioNTech	1511239	Europe
Italy	2021	2021-1	2021-01-26	Moderna	16633	Europe
Italy	2021	2021-1	2021-01-26	Pfizer/BioNTech	1590442	Europe
Italy	2021	2021-1	2021-01-27	Moderna	17250	Europe
Italy	2021	2021-1	2021-01-27	Pfizer/BioNTech	1660430	Europe
Italy	2021	2021-1	2021-01-28	Moderna	18018	Europe
Italy	2021	2021-1	2021-01-28	Pfizer/BioNTech	1753051	Europe
Italy	2021	2021-1	2021-01-29	Moderna	18825	Europe
Italy	2021	2021-1	2021-01-29	Pfizer/BioNTech	1849930	Europe
Italy	2021	2021-1	2021-01-30	Moderna	19291	Europe
Italy	2021	2021-1	2021-01-30	Oxford/AstraZeneca	5	Europe
Italy	2021	2021-1	2021-01-30	Pfizer/BioNTech	1939554	Europe
Italy	2021	2021-1	2021-01-31	Moderna	19485	Europe
Italy	2021	2021-1	2021-01-31	Pfizer/BioNTech	1998868	Europe
Italy	2021	2021-2	2021-02-01	Moderna	20034	Europe
Italy	2021	2021-2	2021-02-01	Oxford/AstraZeneca	6	Europe
Italy	2021	2021-2	2021-02-01	Pfizer/BioNTech	2083754	Europe
Italy	2021	2021-2	2021-02-02	Moderna	21153	Europe
Italy	2021	2021-2	2021-02-02	Oxford/AstraZeneca	16	Europe
Italy	2021	2021-2	2021-02-02	Pfizer/BioNTech	2170361	Europe
Italy	2021	2021-2	2021-02-03	Moderna	22563	Europe
Italy	2021	2021-2	2021-02-03	Pfizer/BioNTech	2268389	Europe
Italy	2021	2021-2	2021-02-04	Moderna	24205	Europe
Italy	2021	2021-2	2021-02-04	Oxford/AstraZeneca	17	Europe
Italy	2021	2021-2	2021-02-04	Pfizer/BioNTech	2374232	Europe
Italy	2021	2021-2	2021-02-05	Moderna	27425	Europe
Italy	2021	2021-2	2021-02-05	Oxford/AstraZeneca	19	Europe
Italy	2021	2021-2	2021-02-05	Pfizer/BioNTech	2477892	Europe
Italy	2021	2021-2	2021-02-06	Moderna	29511	Europe
Italy	2021	2021-2	2021-02-06	Pfizer/BioNTech	2553177	Europe
Italy	2021	2021-2	2021-02-07	Moderna	30101	Europe
Italy	2021	2021-2	2021-02-07	Oxford/AstraZeneca	20	Europe
Italy	2021	2021-2	2021-02-07	Pfizer/BioNTech	2594421	Europe
Italy	2021	2021-2	2021-02-08	Moderna	32714	Europe
Italy	2021	2021-2	2021-02-08	Oxford/AstraZeneca	21	Europe
Italy	2021	2021-2	2021-02-08	Pfizer/BioNTech	2658411	Europe
Italy	2021	2021-2	2021-02-09	Moderna	36060	Europe
Italy	2021	2021-2	2021-02-09	Pfizer/BioNTech	2721761	Europe
Italy	2021	2021-2	2021-02-10	Moderna	38875	Europe
Italy	2021	2021-2	2021-02-10	Oxford/AstraZeneca	22	Europe
Italy	2021	2021-2	2021-02-10	Pfizer/BioNTech	2791662	Europe
Italy	2021	2021-2	2021-02-11	Moderna	42000	Europe
Italy	2021	2021-2	2021-02-11	Oxford/AstraZeneca	2924	Europe
Italy	2021	2021-2	2021-02-11	Pfizer/BioNTech	2860188	Europe
Italy	2021	2021-2	2021-02-12	Moderna	46120	Europe
Italy	2021	2021-2	2021-02-12	Oxford/AstraZeneca	7677	Europe
Italy	2021	2021-2	2021-02-12	Pfizer/BioNTech	2925211	Europe
Italy	2021	2021-2	2021-02-13	Moderna	50035	Europe
Italy	2021	2021-2	2021-02-13	Oxford/AstraZeneca	12963	Europe
Italy	2021	2021-2	2021-02-13	Pfizer/BioNTech	2968639	Europe
Italy	2021	2021-2	2021-02-14	Moderna	51535	Europe
Italy	2021	2021-2	2021-02-14	Oxford/AstraZeneca	20115	Europe
Italy	2021	2021-2	2021-02-14	Pfizer/BioNTech	2989830	Europe
Italy	2021	2021-2	2021-02-15	Moderna	55724	Europe
Italy	2021	2021-2	2021-02-15	Oxford/AstraZeneca	27016	Europe
Italy	2021	2021-2	2021-02-15	Pfizer/BioNTech	3041228	Europe
Italy	2021	2021-2	2021-02-16	Moderna	62497	Europe
Italy	2021	2021-2	2021-02-16	Oxford/AstraZeneca	36332	Europe
Italy	2021	2021-2	2021-02-16	Pfizer/BioNTech	3096149	Europe
Italy	2021	2021-2	2021-02-17	Moderna	70230	Europe
Italy	2021	2021-2	2021-02-17	Oxford/AstraZeneca	49040	Europe
Italy	2021	2021-2	2021-02-17	Pfizer/BioNTech	3155826	Europe
Italy	2021	2021-2	2021-02-18	Moderna	77259	Europe
Italy	2021	2021-2	2021-02-18	Oxford/AstraZeneca	66455	Europe
Italy	2021	2021-2	2021-02-18	Pfizer/BioNTech	3220985	Europe
Italy	2021	2021-2	2021-02-19	Moderna	84215	Europe
Italy	2021	2021-2	2021-02-19	Oxford/AstraZeneca	85799	Europe
Italy	2021	2021-2	2021-02-19	Pfizer/BioNTech	3287317	Europe
Italy	2021	2021-2	2021-02-20	Moderna	90592	Europe
Italy	2021	2021-2	2021-02-20	Oxford/AstraZeneca	105115	Europe
Italy	2021	2021-2	2021-02-20	Pfizer/BioNTech	3339740	Europe
Italy	2021	2021-2	2021-02-21	Moderna	96065	Europe
Italy	2021	2021-2	2021-02-21	Oxford/AstraZeneca	115783	Europe
Italy	2021	2021-2	2021-02-21	Pfizer/BioNTech	3374588	Europe
Italy	2021	2021-2	2021-02-22	Moderna	102165	Europe
Italy	2021	2021-2	2021-02-22	Oxford/AstraZeneca	139117	Europe
Italy	2021	2021-2	2021-02-22	Pfizer/BioNTech	3450547	Europe
